local_graph,global_graph,r,round,active,new,new_local,new_global,new_both
inf-roadNet-CA,soc-delicious,40,56,336174,14856,14841,15,0
inf-roadNet-CA,soc-delicious,40,57,350154,13980,13972,8,0
inf-roadNet-CA,soc-delicious,40,58,363137,12983,12976,4,3
inf-roadNet-CA,soc-delicious,40,59,375264,12127,12114,13,0
inf-roadNet-CA,soc-delicious,40,60,386416,11152,11148,4,0
inf-roadNet-CA,soc-delicious,40,61,396561,10145,10141,4,0
inf-roadNet-CA,soc-delicious,40,62,405909,9348,9343,5,0
inf-roadNet-CA,soc-delicious,40,63,414473,8564,8558,6,0
inf-roadNet-CA,soc-delicious,40,64,422417,7944,7944,0,0
inf-roadNet-CA,soc-delicious,40,65,429678,7261,7260,0,1
inf-roadNet-CA,soc-delicious,40,66,436340,6662,6661,1,0
inf-roadNet-CA,soc-delicious,40,67,442403,6063,6061,2,0
inf-roadNet-CA,soc-delicious,40,68,447896,5493,5493,0,0
inf-roadNet-CA,soc-delicious,40,69,452988,5092,5092,0,0
inf-roadNet-CA,soc-delicious,40,70,457748,4760,4760,0,0
inf-roadNet-CA,soc-delicious,40,71,462351,4603,4603,0,0
inf-roadNet-CA,soc-delicious,40,72,466866,4515,4515,0,0
inf-roadNet-CA,soc-delicious,40,73,471285,4419,4419,0,0
inf-roadNet-CA,soc-delicious,40,74,475479,4194,4194,0,0
inf-roadNet-CA,soc-delicious,40,75,479577,4098,4098,0,0
inf-roadNet-CA,soc-delicious,40,76,483544,3967,3967,0,0
inf-roadNet-CA,soc-delicious,40,77,487447,3903,3903,0,0
inf-roadNet-CA,soc-delicious,40,78,491168,3721,3721,0,0
inf-roadNet-CA,soc-delicious,40,79,494391,3223,3223,0,0
inf-roadNet-CA,soc-delicious,40,80,497617,3226,3226,0,0
inf-roadNet-CA,soc-delicious,40,81,500810,3193,3193,0,0
inf-roadNet-CA,soc-delicious,40,82,503992,3182,3182,0,0
inf-roadNet-CA,soc-delicious,40,83,507229,3237,3237,0,0
inf-roadNet-CA,soc-delicious,40,84,510328,3099,3099,0,0
inf-roadNet-CA,soc-delicious,40,85,513319,2991,2991,0,0
inf-roadNet-CA,soc-delicious,40,86,516249,2930,2930,0,0
inf-roadNet-CA,soc-delicious,40,87,518893,2644,2644,0,0
inf-roadNet-CA,soc-delicious,40,88,520947,2054,2054,0,0
inf-roadNet-CA,soc-delicious,40,89,522800,1853,1853,0,0
inf-roadNet-CA,soc-delicious,40,90,524357,1557,1557,0,0
inf-roadNet-CA,soc-delicious,40,91,525753,1396,1396,0,0
inf-roadNet-CA,soc-delicious,40,92,527137,1384,1384,0,0
inf-roadNet-CA,soc-delicious,40,93,528510,1373,1373,0,0
inf-roadNet-CA,soc-delicious,40,94,529787,1277,1277,0,0
inf-roadNet-CA,soc-delicious,40,95,530673,886,886,0,0
inf-roadNet-CA,soc-delicious,40,96,531568,895,895,0,0
inf-roadNet-CA,soc-delicious,40,97,532335,767,767,0,0
inf-roadNet-CA,soc-delicious,40,98,533085,750,750,0,0
inf-roadNet-CA,soc-delicious,40,99,533491,406,406,0,0
inf-roadNet-CA,soc-delicious,40,100,533878,387,387,0,0
inf-roadNet-CA,soc-delicious,40,101,534229,351,351,0,0
inf-roadNet-CA,soc-delicious,40,102,534603,374,374,0,0
inf-roadNet-CA,soc-delicious,40,103,534940,337,337,0,0
inf-roadNet-CA,soc-delicious,40,104,535194,254,254,0,0
inf-roadNet-CA,soc-delicious,40,105,535434,240,240,0,0
inf-roadNet-CA,soc-delicious,40,106,535656,222,222,0,0
inf-roadNet-CA,soc-delicious,40,107,535793,137,137,0,0
inf-roadNet-CA,soc-delicious,40,108,535902,109,109,0,0
inf-roadNet-CA,soc-delicious,40,109,535974,72,72,0,0
inf-roadNet-CA,soc-delicious,40,110,536024,50,50,0,0
inf-roadNet-CA,soc-delicious,40,111,536073,49,49,0,0
inf-roadNet-CA,soc-delicious,40,112,536095,22,22,0,0
inf-roadNet-CA,soc-delicious,40,113,536108,13,13,0,0
inf-roadNet-CA,soc-delicious,60,0,1,1,1,0,0
inf-roadNet-CA,soc-delicious,60,1,3,2,2,0,0
inf-roadNet-CA,soc-delicious,60,2,7,4,4,0,0
inf-roadNet-CA,soc-delicious,60,3,15,8,8,0,0
inf-roadNet-CA,soc-delicious,60,4,27,12,12,0,0
inf-roadNet-CA,soc-delicious,60,5,38,11,11,0,0
inf-roadNet-CA,soc-delicious,60,6,50,12,12,0,0
inf-roadNet-CA,soc-delicious,60,7,67,17,17,0,0
inf-roadNet-CA,soc-delicious,60,8,91,24,24,0,0
inf-roadNet-CA,soc-delicious,60,9,129,38,38,0,0
inf-roadNet-CA,soc-delicious,60,10,169,40,40,0,0
inf-roadNet-CA,soc-delicious,60,11,222,53,53,0,0
inf-roadNet-CA,soc-delicious,60,12,288,66,66,0,0
inf-roadNet-CA,soc-delicious,60,13,380,92,92,0,0
inf-roadNet-CA,soc-delicious,60,14,493,113,113,0,0
inf-roadNet-CA,soc-delicious,60,15,613,120,119,1,0
inf-roadNet-CA,soc-delicious,60,16,735,122,122,0,0
inf-roadNet-CA,soc-delicious,60,17,870,135,134,1,0
inf-roadNet-CA,soc-delicious,60,18,1038,168,168,0,0
inf-roadNet-CA,soc-delicious,60,19,1243,205,203,2,0
inf-roadNet-CA,soc-delicious,60,20,1487,244,243,1,0
inf-roadNet-CA,soc-delicious,60,21,1770,283,281,2,0
inf-roadNet-CA,soc-delicious,60,22,2103,333,332,1,0
inf-roadNet-CA,soc-delicious,60,23,2495,392,392,0,0
inf-roadNet-CA,soc-delicious,60,24,2968,473,470,3,0
inf-roadNet-CA,soc-delicious,60,25,3526,558,558,0,0
inf-roadNet-CA,soc-delicious,60,26,4141,615,612,2,1
inf-roadNet-CA,soc-delicious,60,27,4809,668,667,1,0
inf-roadNet-CA,soc-delicious,60,28,5571,762,760,2,0
inf-roadNet-CA,soc-delicious,60,29,6431,860,859,1,0
inf-roadNet-CA,soc-delicious,60,30,7455,1024,1017,7,0
inf-roadNet-CA,soc-delicious,60,31,8631,1176,1167,9,0
inf-roadNet-CA,soc-delicious,60,32,9961,1330,1314,15,1
inf-roadNet-CA,soc-delicious,60,33,11534,1573,1557,15,1
inf-roadNet-CA,soc-delicious,60,34,13354,1820,1798,21,1
inf-roadNet-CA,soc-delicious,60,35,15432,2078,2047,30,1
inf-roadNet-CA,soc-delicious,60,36,17778,2346,2318,28,0
inf-roadNet-CA,soc-delicious,60,37,20485,2707,2661,44,2
inf-roadNet-CA,soc-delicious,60,38,23568,3083,3041,37,5
inf-roadNet-CA,soc-delicious,60,39,27084,3516,3472,43,1
inf-roadNet-CA,soc-delicious,60,40,31121,4037,4012,25,0
inf-roadNet-CA,soc-delicious,60,41,35707,4586,4553,33,0
inf-roadNet-CA,soc-delicious,60,42,40951,5244,5198,41,5
inf-roadNet-CA,soc-delicious,60,43,46847,5896,5870,26,0
inf-roadNet-CA,soc-delicious,60,44,53425,6578,6546,31,1
inf-roadNet-CA,soc-delicious,60,45,60780,7355,7317,37,1
inf-roadNet-CA,soc-delicious,60,46,69006,8226,8185,40,1
inf-roadNet-CA,soc-delicious,60,47,78269,9263,9221,41,1
inf-roadNet-CA,soc-delicious,60,48,88649,10380,10346,31,3
inf-roadNet-CA,soc-delicious,60,49,100146,11497,11460,36,1
inf-roadNet-CA,soc-delicious,60,50,112800,12654,12607,45,2
inf-roadNet-CA,soc-delicious,60,51,126374,13574,13543,28,3
inf-roadNet-CA,soc-delicious,60,52,141030,14656,14616,37,3
inf-roadNet-CA,soc-delicious,60,53,156636,15606,15579,26,1
inf-roadNet-CA,soc-delicious,60,54,172997,16361,16330,27,4
inf-roadNet-CA,soc-delicious,60,55,189435,16438,16415,20,3
inf-roadNet-CA,soc-delicious,60,56,205745,16310,16292,17,1
inf-roadNet-CA,soc-delicious,60,57,221483,15738,15717,20,1
inf-roadNet-CA,soc-delicious,60,58,236458,14975,14962,12,1
inf-roadNet-CA,soc-delicious,60,59,250786,14328,14314,14,0
inf-roadNet-CA,soc-delicious,60,60,264441,13655,13650,4,1
inf-roadNet-CA,soc-delicious,60,61,277525,13084,13075,9,0
inf-roadNet-CA,soc-delicious,60,62,290297,12772,12768,4,0
inf-roadNet-CA,soc-delicious,60,63,302622,12325,12320,4,1
inf-roadNet-CA,soc-delicious,60,64,314376,11754,11750,4,0
inf-roadNet-CA,soc-delicious,60,65,325794,11418,11413,5,0
inf-roadNet-CA,soc-delicious,60,66,336681,10887,10886,0,1
inf-roadNet-CA,soc-delicious,60,67,346974,10293,10290,3,0
inf-roadNet-CA,soc-delicious,60,68,356706,9732,9731,1,0
inf-roadNet-CA,soc-delicious,60,69,366021,9315,9311,3,1
inf-roadNet-CA,soc-delicious,60,70,374894,8873,8871,2,0
inf-roadNet-CA,soc-delicious,60,71,383378,8484,8484,0,0
inf-roadNet-CA,soc-delicious,60,72,391499,8121,8121,0,0
inf-roadNet-CA,soc-delicious,60,73,399094,7595,7594,0,1
inf-roadNet-CA,soc-delicious,60,74,406379,7285,7284,1,0
inf-roadNet-CA,soc-delicious,60,75,413373,6994,6992,2,0
inf-roadNet-CA,soc-delicious,60,76,419901,6528,6528,0,0
inf-roadNet-CA,soc-delicious,60,77,426109,6208,6208,0,0
inf-roadNet-CA,soc-delicious,60,78,432090,5981,5980,1,0
inf-roadNet-CA,soc-delicious,60,79,437886,5796,5795,1,0
inf-roadNet-CA,soc-delicious,60,80,443399,5513,5513,0,0
inf-roadNet-CA,soc-delicious,60,81,448705,5306,5306,0,0
inf-roadNet-CA,soc-delicious,60,82,453776,5071,5071,0,0
inf-roadNet-CA,soc-delicious,60,83,458704,4928,4928,0,0
inf-roadNet-CA,soc-delicious,60,84,463355,4651,4651,0,0
inf-roadNet-CA,soc-delicious,60,85,467796,4441,4441,0,0
inf-roadNet-CA,soc-delicious,60,86,472170,4374,4374,0,0
inf-roadNet-CA,soc-delicious,60,87,476523,4353,4353,0,0
inf-roadNet-CA,soc-delicious,60,88,480405,3882,3882,0,0
inf-roadNet-CA,soc-delicious,60,89,484089,3684,3684,0,0
inf-roadNet-CA,soc-delicious,60,90,487650,3561,3561,0,0
inf-roadNet-CA,soc-delicious,60,91,491074,3424,3424,0,0
inf-roadNet-CA,soc-delicious,60,92,494405,3331,3331,0,0
inf-roadNet-CA,soc-delicious,60,93,497612,3207,3207,0,0
inf-roadNet-CA,soc-delicious,60,94,500792,3180,3180,0,0
inf-roadNet-CA,soc-delicious,60,95,503933,3141,3141,0,0
inf-roadNet-CA,soc-delicious,60,96,506693,2760,2760,0,0
inf-roadNet-CA,soc-delicious,60,97,509434,2741,2741,0,0
inf-roadNet-CA,soc-delicious,60,98,512065,2631,2631,0,0
inf-roadNet-CA,soc-delicious,60,99,514568,2503,2503,0,0
inf-roadNet-CA,soc-delicious,60,100,516879,2311,2311,0,0
inf-roadNet-CA,soc-delicious,60,101,518662,1783,1783,0,0
inf-roadNet-CA,soc-delicious,60,102,520301,1639,1639,0,0
inf-roadNet-CA,soc-delicious,60,103,521875,1574,1574,0,0
inf-roadNet-CA,soc-delicious,60,104,523225,1350,1350,0,0
inf-roadNet-CA,soc-delicious,60,105,524479,1254,1254,0,0
inf-roadNet-CA,soc-delicious,60,106,525548,1069,1069,0,0
inf-roadNet-CA,soc-delicious,60,107,526658,1110,1110,0,0
inf-roadNet-CA,soc-delicious,60,108,527739,1081,1081,0,0
inf-roadNet-CA,soc-delicious,60,109,528770,1031,1031,0,0
inf-roadNet-CA,soc-delicious,60,110,529765,995,995,0,0
inf-roadNet-CA,soc-delicious,60,111,530743,978,978,0,0
inf-roadNet-CA,soc-delicious,60,112,531620,877,877,0,0
inf-roadNet-CA,soc-delicious,60,113,532322,702,702,0,0
inf-roadNet-CA,soc-delicious,60,114,532956,634,634,0,0
inf-roadNet-CA,soc-delicious,60,115,533448,492,492,0,0
inf-roadNet-CA,soc-delicious,60,116,533901,453,453,0,0
inf-roadNet-CA,soc-delicious,60,117,534274,373,373,0,0
inf-roadNet-CA,soc-delicious,60,118,534615,341,341,0,0
inf-roadNet-CA,soc-delicious,60,119,534948,333,333,0,0
inf-roadNet-CA,soc-delicious,60,120,535294,346,346,0,0
inf-roadNet-CA,soc-delicious,60,121,535588,294,294,0,0
inf-roadNet-CA,soc-delicious,60,122,535848,260,260,0,0
inf-roadNet-CA,soc-delicious,60,123,535926,78,78,0,0
inf-roadNet-CA,soc-delicious,60,124,536000,74,74,0,0
inf-roadNet-CA,soc-delicious,60,125,536062,62,62,0,0
inf-roadNet-CA,soc-delicious,60,126,536108,46,46,0,0
